route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible
100,11,942093,Glen Osmond,,1,3264,14681,1
100,11,942094,Glen Osmond,,1,3110,14681,1
100,11,942095,Arndale,,0,3241,14678,1
100,11,942096,Glen Osmond,,1,3182,14681,1
100,11,942097,Glen Osmond,,1,3108,14681,1
100,11,942098,Arndale,,0,3244,14678,1
100,11,942099,Arndale,,0,3151,14678,1
100,11,942100,Glen Osmond,,1,3174,13815,1
100,11,942101,Arndale,,0,3174,14678,1
100,11,942102,Arndale,,0,3224,14678,1
100,11,942103,Arndale,,0,3300,14678,1
100,11,942104,Glen Osmond,,1,3225,14681,1
100,11,942105,Glen Osmond,,1,3243,14681,1
100,11,942106,Arndale,,0,3248,14679,1
100,11,942107,Glen Osmond,,1,3255,13815,1
100,11,942108,Arndale,,0,3255,14678,1
100,11,942109,Arndale,,0,3242,14678,1
100,11,942110,Arndale,,0,3184,14679,1
100,11,942111,Glen Osmond,,1,3219,14681,1
100,11,942112,Glen Osmond,,1,3200,14681,1
100,11,942113,Glen Osmond,,1,3276,14681,1
100,4,1022306,Glen Osmond,,1,3602,14681,1
100,4,1022307,Arndale,,0,3603,14678,1
100,17,1022308,Glen Osmond,,1,3488,14681,1
100,17,1022310,Glen Osmond,,1,3415,14681,1
100,17,1022311,Arndale,,0,3657,14678,1
100,17,1022312,Glen Osmond,,1,3602,14681,1
100,3,1022313,Glen Osmond,,1,3602,14681,1
100,3,1022314,Arndale,,0,3603,14678,1
100,7,1022315,Arndale,,0,3429,14678,1
100,7,1022316,Arndale,,0,3585,14678,1
100,6,1022317,Arndale,,0,3429,14678,1
100,6,1022318,Arndale,,0,3585,14678,1
100,69,1022319,Glen Osmond,,1,3602,14681,1
100,59,1022320,Arndale,,0,3603,14678,1
100,9,1022321,Glen Osmond,,1,3488,14681,1
100,1,1022322,Glen Osmond,,1,3541,14681,1
100,9,1022323,Arndale,,0,3657,14678,1
100,9,1022324,Glen Osmond,,1,3415,14681,1
100,1,1022325,Glen Osmond,,1,3444,14681,1
100,1,1022326,Glen Osmond,,1,3770,14681,1
100,21,1022327,Arndale,,0,3458,14680,1
100,1,1022328,Glen Osmond,,1,3314,14681,1
100,21,1022329,Arndale,,0,3159,14678,1
100,1,1022330,Glen Osmond,,1,3264,14681,1
100,1,1022331,Arndale,,0,3575,14678,1
100,1,1022332,Arndale,,0,3410,14678,1
100,1,1022333,Glen Osmond,,1,3392,14681,1
100,1,1022334,Arndale,,0,3557,14678,1
100,1,1022335,Glen Osmond,,1,3415,14681,1
100,1,1022336,Arndale,,0,3246,14678,1
100,1,1022337,Arndale,,0,3137,14678,1
100,1,1022338,Arndale,,0,3340,14678,1
100,1,1022339,Glen Osmond,,1,3519,14681,1
100,1,1022340,Arndale,,0,3541,14678,1
100,1,1022341,Glen Osmond,,1,3390,14681,1
100,1,1022342,Glen Osmond,,1,3148,14681,1
100,1,1022343,Glen Osmond,,1,3245,14681,1
100,1,1022344,Arndale,,0,3692,14678,1
100,1,1022345,Glen Osmond,,1,3129,14682,1
100,1,1022346,Glen Osmond,,1,3129,14681,1
100,1,1022347,Arndale,,0,3432,14678,1
100,1,1022348,Arndale,,0,3580,14678,1
100,1,1022349,Arndale,,0,3440,14678,1
100,1,1022350,Arndale,,0,3385,14678,1
100,21,1022351,Arndale,,0,3158,10355,1
100,1,1022352,Glen Osmond,,1,3259,14681,1
100,1,1022353,Glen Osmond,,1,3265,14681,1
100,21,1022354,Arndale,,0,3336,14678,1
100,1,1022355,Arndale,,0,3148,14678,1
100,1,1022356,Glen Osmond,,1,3470,14681,1
100,21,1022357,Arndale,,0,3644,14678,1
100,21,1022358,Glen Osmond,,1,3633,13815,1
100,1,1022359,Glen Osmond,,1,3644,14681,1
100,21,1022360,Arndale,,0,3753,14679,1
100,1,1022361,Glen Osmond,,1,3689,14681,1
100,1,1022362,Arndale,,0,3249,14679,1
100,1,1022363,Arndale,,0,3387,14678,1
100,1,1022364,Arndale,,0,3325,14679,1
100,1,1022365,Arndale,,0,3443,14678,1
100,1,1022366,Glen Osmond,,1,3454,13815,1
100,21,1022367,Glen Osmond,,1,3105,14682,1
100,1,1022368,Glen Osmond,,1,3231,14681,1
100,21,1022369,Glen Osmond,,1,3613,13815,1
100,1,1022370,Arndale,,0,3426,14679,1
100,1,1022371,Glen Osmond,,1,3346,14681,1
100,1,1022372,Glen Osmond,,1,3226,14681,1
100,1,1022373,Glen Osmond,,1,3706,14681,1
100B,43,1022374,Brooklyn Park,,0,1022374,13972,1
100B,44,1022375,Brooklyn Park,,0,3664,13972,1
100B,21,1022376,Brooklyn Park,,1,3421,11118,1
100C,21,1022377,Urrbrae Agricultural High School,,1,3710,13804,1
100C,21,1022378,Urrbrae Agricultural High School,,1,3729,13805,1
100C,21,1022379,Urrbrae Agricultural High School,,1,3629,13803,1
100C,21,1022380,Urrbrae Agricultural High School,,1,3723,13803,1
100N,43,1022382,Netley,,0,1022382,13806,1
100N,44,1022384,Netley,,0,3334,13806,1
100P,11,942114,Plympton,,1,3300,14683,1
100P,11,942115,Plympton,,0,3243,13807,1
100P,11,942116,Plympton,,0,3383,13807,1
100P,17,1022385,Plympton,,0,3774,13807,1
100P,43,1022386,Plympton,,0,1022386,15201,1
100P,17,1022387,Plympton,,0,3608,13807,1
100P,16,1022388,Plympton,,0,3608,13807,1
100P,6,1022389,Plympton,,0,3608,13807,1
100P,9,1022390,Plympton,,0,3774,13807,1
100P,44,1022391,Plympton,,0,3699,15201,1
100P,1,1022392,Plympton,,1,3505,14683,1
100P,1,1022393,Plympton,,0,3127,13807,1
100P,1,1022394,Plympton,,0,3127,13807,1
100P,1,1022395,Plympton,,0,3277,13807,1
100P,1,1022396,Plympton,,1,3735,14683,1
101,7,1022398,Flinders University,,1,3426,16739,1
101,7,1022399,Flinders University,,1,3618,16739,1
101,6,1022400,Flinders University,,1,3426,16739,1
101,6,1022401,Flinders University,,1,3618,16739,1
101,1,1022402,Flinders University,,0,3573,16740,1
101,1,1022403,Flinders University,,0,3487,16740,1
101,1,1022404,Flinders University,,0,3440,16740,1
101,1,1022405,Flinders University,,1,3465,16739,1
106,11,1135329,City,,0,3176,13821,1
106,11,1135330,Magill,,1,3176,14675,1
106,11,1135331,City,,0,3296,13821,1
106,11,1135332,Magill,,1,3296,14675,1
106,11,1135333,City,,0,3185,13821,1
106,11,1135334,Magill,,1,3185,14675,1
106,11,1135335,City,,0,3193,13821,1
106,11,1135336,Magill,,1,3193,14675,1
106,11,1135337,City,,0,3237,13821,1
106,11,1135338,Magill,,1,3274,14675,1
106,11,1135339,Magill,,1,3342,14675,1
106,11,1135340,City,,0,3342,13821,1
106,11,1135341,Magill,,1,3342,14675,1
106,11,1135342,City,,0,3342,13821,1
106,11,1135343,City,,0,3267,13821,1
106,11,1135344,Magill,,1,3267,14675,1
106,11,1135345,City,,0,3386,13821,1
106,11,1135346,Magill,,1,3386,14675,1
106,11,1135347,Magill,,1,3107,14675,1
106,11,1135348,City,,0,3297,13821,1
106,11,1135349,Magill,,1,3297,14675,1
106,11,1135350,Magill,,1,3105,14675,1
106,11,1135351,City,,0,3105,13821,1
106,11,1135352,Magill,,1,3105,14675,1
106,11,1135353,City,,0,3229,13821,1
106,11,1135354,Magill,,1,3229,14675,1
106,11,1135355,Magill,,1,3259,14675,1
106,11,1135356,City,,0,3259,13821,1
106,11,1135357,City,,0,3125,13819,1
106,11,1135358,City,,0,3326,13821,1
106,11,1135359,Magill,,1,3326,14675,1
106,11,1135360,City,,0,3326,13821,1
106,11,1135361,City,,0,3274,13821,1
106,11,1135362,Magill,,1,3274,14675,1
106,11,1135363,City,,0,3221,13821,1
106,11,1135364,City,,0,3208,13821,1
106,11,1135365,Magill,,1,3208,14675,1
106,11,1135366,City,,0,3173,13821,1
106,11,1135367,Magill,,1,3173,14675,1
106,11,1135368,Magill,,1,3257,14675,1
106,11,1135369,City,,0,3180,13819,1
106,11,1135370,City,,0,3257,13821,1
106,11,1135371,Magill,,1,3296,14675,1
106,11,1135372,City,,0,3160,13821,1
106,11,1135373,Magill,,1,3160,14675,1
106,11,1135374,City,,0,3293,13821,1
106,11,1135375,Magill,,1,3204,14675,1
106,11,1135376,City,,0,3204,13821,1
106,11,1135377,Magill,,1,3204,14675,1
106,11,1135378,Magill,,1,3267,14675,1
106,11,1135379,Magill,,1,3243,14675,1
106,11,1135380,City,,0,3243,13821,1
106,11,1135381,Magill,,1,3160,14675,1
106,11,1135382,City,,0,3193,13821,1
106,11,1135383,Magill,,1,3105,14675,1
106,11,1135384,City,,0,3105,13821,1
106,11,1135385,Magill,,1,3293,14675,1
106,11,1135386,City,,0,3293,13821,1
106,11,1135387,Magill,,1,3212,14675,1
106,11,1135388,City,,0,3212,13821,1
106,11,1135389,City,,0,3105,13821,1
106,11,1135390,City,,0,3400,13821,1
106,11,1135391,Magill,,1,3400,14675,1
106,11,1135392,City,,0,3258,13821,1
106,11,1135393,Magill,,1,3367,14690,1
106,11,1135394,City,,0,3367,13821,1
106,11,1135395,Magill,,1,3261,14690,1
106,12,1136234,City,,0,3152,13821,1
106,12,1136235,Magill,,1,3265,17671,1
106,12,1136236,City,,0,3226,13821,1
106,12,1136237,Magill,,1,3334,17671,1
106,12,1136238,City,,0,3125,13821,1
106,12,1136239,Magill,,1,3327,17671,1
106,12,1136240,City,,0,3206,13821,1
106,12,1136241,Magill,,1,3292,17671,1
106,12,1136242,City,,0,3292,13821,1
106,12,1136243,City,,0,3129,13821,1
106,12,1136244,Magill,,1,3226,17671,1
106,12,1136245,Magill,,1,3149,17671,1
106,12,1136246,City,,0,3109,13821,1
106,12,1136247,Magill,,1,3179,17671,1
106,12,1136248,City,,0,3125,13821,1
106,12,1136249,Magill,,1,3125,17671,1
106,12,1136250,City,,0,3320,13821,1
106,12,1136251,Magill,,1,3320,17671,1
106,12,1136252,City,,0,3334,13821,1
106,12,1136253,Magill,,1,3334,17671,1
106,12,1136254,City,,0,3157,13821,1
106,12,1136255,Magill,,1,3157,17671,1
106,12,1136256,Magill,,1,3132,17671,1
106,12,1136257,City,,0,3132,13821,1
106,12,1136258,Magill,,1,3327,17671,1
106,12,1136259,City,,0,3181,13821,1
106,12,1136260,Magill,,1,3181,17671,1
106,12,1136261,City,,0,3234,13821,1
106,12,1136262,Magill,,1,3284,17671,1
106,12,1136263,City,,0,3327,13821,1
106,12,1136264,Magill,,1,3225,17671,1
106,12,1136265,City,,0,3225,13821,1
106,12,1136266,City,,0,3326,13821,1
106,12,1136267,Magill,,1,3326,17671,1
106,12,1136268,Magill,,1,3157,17671,1
106,12,1136269,City,,0,3166,13821,1
106,12,1136270,Magill,,1,3123,17671,1
106,12,1136271,Magill,,1,3391,17671,1
106,12,1136272,City,,0,3379,13821,1
106,12,1136273,Magill,,1,3379,17671,1
106,12,1136274,City,,0,3284,13821,1
106,12,1136275,Magill,,1,3199,17671,1
106,12,1136276,City,,0,3199,13821,1
106,12,1136277,Magill,,1,3177,17671,1
106,12,1136278,City,,0,3177,13821,1
106,12,1136279,Magill,,1,3177,17671,1
106,12,1136280,City,,0,3305,13821,1
106,12,1136281,Magill,,1,3141,17671,1
106,12,1136282,City,,0,3141,13821,1
106,12,1136283,Magill,,1,3195,17671,1
106,12,1136284,City,,0,3195,13821,1
106,12,1136285,City,,0,3337,13821,1
106,12,1136286,Magill,,1,3337,17671,1
106,12,1136287,City,,0,3383,13821,1
106,12,1136288,City,,0,3186,13821,1
106,12,1136289,City,,0,3148,13821,1
106,12,1136290,Magill,,1,3234,17671,1
106,12,1136291,City,,0,3305,13821,1
106,12,1136292,Magill,,1,3305,17671,1
106,1,1133852,City,,0,3129,13819,1
106,1,1133853,Magill,,1,3510,14675,1
106,1,1133854,City,,0,3177,13821,1
106,1,1133855,Magill,,1,3177,14675,1
106,1,1133856,City,,0,3164,13819,1
106,1,1133857,City,,0,3292,13821,1
106,1,1133858,Magill,,1,3119,14675,1
106,1,1133859,City,,0,3641,13821,1
106,1,1133860,Magill,,1,3116,14675,1
106,1,1133861,City,,0,3116,13821,1
106,1,1133862,Magill,,1,3354,14675,1
106,1,1133863,City,,0,3532,13821,1
106,1,1133864,Magill,,1,3335,14675,1
106,1,1133865,City,,0,3335,13821,1
106,1,1133866,Magill,,1,3414,14690,1
106,1,1133867,Magill,,1,3336,14690,1
106,1,1133868,City,,0,3375,13821,1
106,1,1133869,Magill,,1,3185,14675,1
106,1,1133870,Magill,,1,3402,14675,1
106,1,1133871,City,,0,3476,13821,1
106,1,1133872,Magill,,1,1133872,14675,1
106,1,1133873,City,,0,3481,13821,1
106,1,1133874,Magill,,1,3772,14675,1
106,1,1133875,City,,0,3136,13821,1
106,1,1133876,Magill,,1,3752,14675,1
106,1,1133877,City,,0,3578,13821,1
106,1,1133878,Magill,,1,3578,14675,1
106,1,1133879,City,,0,3717,13821,1
106,1,1133880,Magill,,1,3717,14689,1
106,1,1133881,City,,0,3142,13821,1
106,1,1133882,Magill,,1,3188,14676,1
106,1,1133883,City,,0,3137,13821,1
106,1,1133884,Magill,,1,3137,14675,1
106,1,1133885,City,,0,3307,13821,1
106,1,1133886,City,,0,3203,13821,1
106,1,1133887,Magill,,1,3203,14675,1
106,1,1133888,City,,0,3143,13821,1
106,1,1133889,Magill,,1,3143,14689,1
106,1,1133890,Magill,,1,3340,14690,1
106,1,1133891,City,,0,3413,13821,1
106,1,1133892,Magill,,1,3533,14675,1
106,1,1133893,City,,0,3564,13821,1
106,1,1133894,Magill,,1,3564,14675,1
106,1,1133895,City,,0,3724,13821,1
106,1,1133896,City,,0,3205,13819,1
106,1,1133897,Magill,,1,3512,14675,1
106,1,1133898,City,,0,3247,13821,1
106,1,1133899,Magill,,1,3320,14675,1
106,1,1133900,City,,0,3320,13821,1
106,1,1133901,Magill,,1,3404,14675,1
106,1,1133902,City,,0,3116,13821,1
106,1,1133903,Magill,,1,3673,14689,1
106,1,1133904,Magill,,1,3359,14690,1
106,1,1133905,City,,0,3359,13821,1
106,1,1133906,Magill,,1,3203,14675,1
106,1,1133907,City,,0,3203,13821,1
106,1,1133908,City,,0,3126,13821,1
106,1,1133909,Magill,,1,3203,14675,1
106,1,1133910,City,,0,3188,13821,1
106,1,1133911,Magill,,1,3174,14675,1
106,1,1133912,City,,0,3492,13821,1
106,1,1133913,Magill,,1,3530,14689,1
106,1,1133914,City,,0,3329,13819,1
106,1,1133915,City,,0,3489,13821,1
106,1,1133916,Magill,,1,3325,14675,1
106,1,1133917,City,,0,3325,13821,1
106,1,1133918,City,,0,3185,13821,1
106,1,1133919,Magill,,1,3666,14675,1
106,1,1133920,City,,0,3396,13821,1
106,1,1133921,Magill,,1,3450,14675,1
106,1,1133922,City,,0,3335,13821,1
106,1,1133923,Magill,,1,3335,14675,1
106,1,1133924,Magill,,1,3126,14675,1
106,1,1133925,City,,0,3356,13821,1
106,1,1133926,Magill,,1,3356,14675,1
106,1,1133927,City,,0,3317,13821,1
106,1,1133928,Magill,,1,3317,14675,1
106,1,1133929,Magill,,1,3385,14676,1
106,1,1133930,City,,0,3385,13821,1
106,1,1133931,Magill,,1,3563,14690,1
106,1,1133932,City,,0,3335,13821,1
106,1,1133933,Magill,,1,3335,14675,1
106,1,1133934,City,,0,3153,13819,1
106,1,1133935,City,,0,3227,13819,1
106,21,1133936,Magill,,1,3132,14690,1
106,1,1133937,City,,0,3564,13821,1
106,1,1133938,City,,0,3203,13819,1
106,1,1133939,Magill,,1,3641,14675,1
106,1,1133940,City,,0,3602,13819,1
106,1,1133941,Magill,,1,3413,14675,1
106,1,1133942,Magill,,1,3118,14675,1
106,1,1133943,City,,0,3118,13821,1
106,1,1133944,Magill,,1,3191,14675,1
106,1,1133945,City,,0,3375,13821,1
106,1,1133946,Magill,,1,3375,14675,1
106,1,1133947,Magill,,1,3310,14675,1
106,1,1133948,City,,0,3564,13821,1
106,1,1133949,Magill,,1,3404,14675,1
106,1,1133950,City,,0,3404,13821,1
106,1,1133951,Magill,,1,3173,14675,1
106,1,1133952,City,,0,3593,13821,1
106,1,1133953,City,,0,3755,13821,1
106,1,1133954,Magill,,1,3755,14689,1
106,1,1133955,City,,0,3445,13821,1
106,1,1133956,Magill,,1,1133956,14675,1
106,1,1133957,City,,0,3256,13821,1
106,1,1133958,Magill,,1,1133958,14675,1
106,1,1133959,Magill,,1,3136,14675,1
106,1,1133960,Magill,,1,3186,14675,1
106,1,1133961,City,,0,3186,13821,1
106,1,1133962,Magill,,1,3618,14689,1
106,1,1133963,City,,0,3675,13821,1
106,1,1133964,Magill,,1,3186,14675,1
106,1,1133965,City,,0,3473,13821,1
106,1,1133966,Magill,,1,3284,14675,1
106,1,1133967,City,,0,3284,13821,1
106,1,1133968,Magill,,1,3286,14675,1
106,1,1133969,City,,0,3513,13819,1
106,1,1133970,Magill,,1,3400,14675,1
106,1,1133971,City,,0,3400,13821,1
106,1,1133972,City,,0,3415,13819,1
106,1,1133973,City,,0,3136,13821,1
106,1,1133974,Magill,,1,3492,14675,1
106,1,1133975,City,,0,3492,13821,1
106,1,1133976,Magill,,1,3514,14675,1
106,1,1133977,City,,0,3514,13821,1
106,1,1133978,Magill,,1,3729,14689,1
106,1,1133979,City,,0,3414,13821,1
106,1,1133980,Magill,,1,3564,14689,1
106,1,1133981,Magill,,1,3573,14675,1
106,1,1133982,City,,0,3573,13821,1
106,1,1133983,Magill,,1,3690,14675,1
106,1,1133984,City,,0,3666,13821,1
106,1,1133985,Magill,,1,3662,14689,1
106,1,1133986,Magill,,1,3128,14689,1
106,1,1133987,City,,0,1133987,13821,1
106,1,1133988,Magill,,1,3752,14675,1
106,1,1133989,City,,0,3752,13821,1
106,1,1133990,Magill,,1,3556,14689,1
106,1,1133991,Magill,,1,3396,14689,1
106,1,1133992,City,,0,3396,13821,1
110,11,942184,West Lakes,,1,3125,14803,1
110,11,942185,City,,0,3297,14802,1
110,11,942186,City,,0,3293,14802,1
110,11,942187,West Lakes,,1,3175,14803,1
110,11,942188,West Lakes,,1,3183,14803,1
110,11,942189,West Lakes,,1,3185,14803,1
110,11,942190,City,,0,3248,14802,1
110,11,942191,City,,0,3227,14802,1
110,11,942192,West Lakes,,1,3209,14803,1
110,11,942193,City,,0,3257,14802,1
110,11,942194,West Lakes,,1,3257,14803,1
110,11,942195,City,,0,3254,14802,1
110,11,942196,West Lakes,,1,3401,14803,1
110,11,942197,City,,0,3191,14802,1
110,11,942198,West Lakes,,1,3191,14803,1
110,11,942199,City,,0,3146,14802,1
110,11,942200,West Lakes,,1,3146,14803,1
110,11,942201,West Lakes,,1,3109,14803,1
110,11,942202,City,,0,3173,14802,1
110,11,942203,West Lakes,,1,3173,14803,1
110,11,942204,City,,0,3173,14802,1
110,11,942205,City,,0,3178,14802,1
110,11,942206,City,,0,3145,14802,1
110,11,942207,West Lakes,,1,3251,14803,1
110,11,942208,City,,0,3109,14802,1
110,11,942209,West Lakes,,1,3109,14803,1
110,11,942210,City,,0,3109,14802,1
110,11,942211,West Lakes,,1,3123,14803,1
110,11,942212,West Lakes,,1,3313,14803,1
110,11,942213,West Lakes,,1,3323,14803,1
110,11,942214,City,,0,3313,14802,1
110,11,942215,City,,0,3381,14802,1
110,11,942216,City,,0,3253,14802,1
110,11,942217,West Lakes,,1,3401,14803,1
110,11,942218,City,,0,3401,14802,1
110,11,942219,West Lakes,,1,3108,14803,1
110,11,942220,City,,0,3313,14802,1
110,11,942221,West Lakes,,1,3169,14803,1
110,11,942222,City,,0,3169,14802,1
110,11,942223,West Lakes,,1,3169,14803,1
110,11,942224,West Lakes,,1,3308,14803,1
110,11,942225,City,,0,3308,14802,1
110,11,942226,West Lakes,,1,3317,14803,1
110,11,942227,City,,0,3245,14802,1
110,11,942228,City,,0,3198,14802,1
110,11,942229,West Lakes,,1,3178,14803,1
110,11,942230,City,,0,3178,14802,1
110,11,942231,West Lakes,,1,3178,14803,1
110,11,942232,City,,0,3226,14802,1
110,11,942233,West Lakes,,1,3232,14803,1
110,11,942234,City,,0,3137,14802,1
110,11,942235,West Lakes,,1,3160,14803,1
110,11,942236,City,,0,3159,14802,1
110,11,942237,West Lakes,,1,3253,14803,1
110,11,942238,City,,0,3253,14802,1
110,11,942239,City,,0,3198,14802,1
110,11,942240,West Lakes,,1,3253,14803,1
110,11,942241,West Lakes,,1,3313,14803,1
110,11,942242,City,,0,3245,14802,1
110,11,942243,West Lakes,,1,3281,14803,1
110,11,942244,City,,0,3281,14802,1
110,11,942245,West Lakes,,1,3187,14803,1
110,11,942246,West Lakes,,1,3245,14803,1
110,11,942247,West Lakes,,1,3300,14803,1
110,11,942248,West Lakes,,1,3263,14803,1
110,11,942249,City,,0,3263,14802,1
110,11,942250,West Lakes,,1,3381,14803,1
110,11,942251,City,,0,3381,14802,1
110,43,966094,City,,0,3287,13771,1
110,31,966087,West Lakes,,1,3632,14803,1
110,31,966089,City,,0,3287,13771,1
110,43,966091,City,,0,3482,13771,1
110,31,966092,City,,0,3482,13771,1
110,1,945983,City,,0,3429,13768,1
110,1,945984,City,,0,3739,13772,1
110,1,945985,West Lakes,,1,3664,14803,1
110,1,945986,City,,0,3251,13768,1
110,1,945987,West Lakes,,1,3277,14803,1
110,1,945988,City,,0,3341,13768,1
110,1,945989,West Lakes,,1,3341,14803,1
110,1,945990,City,,0,3493,13768,1
110,1,945991,West Lakes,,1,3493,14803,1
110,1,945992,City,,0,3273,13768,1
110,1,945993,West Lakes,,1,3102,14803,1
110,1,945994,City,,0,3594,13768,1
110,1,945995,West Lakes,,1,3594,14803,1
110,1,945996,City,,0,3259,13768,1
110,1,945997,City,,0,3534,13768,1
110,1,945998,West Lakes,,1,3331,14803,1
110,1,945999,City,,0,3135,13771,1
110,1,946000,West Lakes,,1,3135,14803,1
110,1,946001,City,,0,3727,13771,1
110,1,946002,West Lakes,,1,3318,14803,1
110,1,946003,City,,0,3669,13771,1
110,1,946004,West Lakes,,1,3287,14803,1
110,1,946005,City,,0,3632,13771,1
110,1,946006,West Lakes,,1,3189,14803,1
110,1,946007,City,,0,3220,15827,1
110,1,946008,City,,0,3149,13771,1
110,1,946009,West Lakes,,1,3149,14803,1
110,1,946010,City,,0,3193,13771,1
110,1,946011,West Lakes,,1,3193,14803,1
110,18,946012,West Lakes,,1,3279,14803,1
110,3,946015,West Lakes,,1,3279,14803,1
110,1,946016,West Lakes,,1,3653,14803,1
110,1,946017,City,,0,3189,13771,1
110,1,946018,West Lakes,,1,3268,14803,1
110,1,946019,City,,0,3355,13768,1
110,1,946020,West Lakes,,1,3355,14803,1
110,1,946021,City,,0,3471,13771,1
110,1,946022,West Lakes,,1,3471,14803,1
110,1,946025,City,,0,3178,13771,1
110,1,946026,West Lakes,,1,3727,14803,1
110,1,946027,West Lakes,,1,3658,14803,1
110,1,946028,City,,0,3251,13771,1
110,1,946029,West Lakes,,1,3348,14803,1
110,1,946030,West Lakes,,1,3347,14803,1
110,1,946031,City,,0,3302,13771,1
110,1,946032,West Lakes,,1,3302,14803,1
110,1,946033,West Lakes,,1,3343,14803,1
110,1,946034,City,,0,3333,13771,1
110,1,946035,West Lakes,,1,3592,14803,1
110,1,946036,City,,0,3384,13771,1
110,1,946037,West Lakes,,1,3384,14803,1
110,1,946038,City,,0,3653,13771,1
110,1,946039,City,,0,3391,13771,1
110,1,946040,City,,0,3391,13771,1
110,1,946041,West Lakes,,1,3391,14803,1
110,1,946042,West Lakes,,1,3605,14803,1
110,1,946043,City,,0,3599,13771,1
110,1,946044,West Lakes,,1,3599,14803,1
110,27,946045,West Lakes,,1,3632,14803,1
110,26,946046,West Lakes,,1,3632,14803,1
110,7,946049,City,,0,3685,13771,1
110,7,946050,West Lakes,,1,3423,14803,1
110,1,946051,City,,0,3343,13771,1
110,1,946052,West Lakes,,1,3343,14803,1
110,6,946053,City,,0,3685,13771,1
110,6,946054,West Lakes,,1,3423,14803,1
110,1,946055,West Lakes,,1,3117,14803,1
110,1,946056,City,,0,3135,13771,1
110,1,946057,West Lakes,,1,3599,14803,1
110,1,946058,West Lakes,,1,3103,14803,1
110,1,946059,City,,0,3302,13771,1
110,1,946060,West Lakes,,1,3374,14803,1
110,1,946061,City,,0,3653,13771,1
110,1,946062,City,,0,3193,13771,1
110,1,946063,West Lakes,,1,3178,14803,1
110,1,946064,West Lakes,,1,3268,14803,1
110,1,946065,West Lakes,,1,3183,14803,1
110,1,946066,West Lakes,,1,3395,14803,1
110,18,946067,West Lakes,,1,3471,14803,1
110,3,946068,West Lakes,,1,3471,14803,1
110,1,946069,City,,0,3343,13771,1
110,1,946070,City,,0,3318,13771,1
110,1,946071,City,,0,3347,13771,1
110,44,946072,City,,0,3287,13771,1
110,1,946073,West Lakes,,1,3423,14803,1
110,1,946074,City,,0,3219,13771,1
110,1,946075,West Lakes,,1,3725,14803,1
110,1,946076,West Lakes,,1,3237,14803,1
110,1,946077,City,,0,3514,13768,1
110,1,946078,West Lakes,,1,3233,14803,1
110,1,946079,City,,0,3117,13768,1
110,44,946080,City,,0,3482,13771,1
110,1,946081,West Lakes,,1,3323,14803,1
110,7,946085,West Lakes,,1,3526,14803,1
110,7,946086,City,,0,3526,13771,1
110,6,946087,West Lakes,,1,3526,14803,1
110,6,946088,City,,0,3526,13771,1
110,1,946089,West Lakes,,1,3149,14803,1
110,1,946090,City,,0,3622,13771,1
110,1,946091,West Lakes,,1,3363,14803,1
110,1,946092,City,,0,3363,13771,1
110,1,946093,City,,0,3512,13768,1
110,1,946094,West Lakes,,1,3751,14803,1
110,1,946095,City,,0,3268,13771,1
110,1,946096,West Lakes,,1,3141,14803,1
110,1,946097,West Lakes,,1,3544,14803,1
110,1,946098,City,,0,3183,13771,1
110,1,946099,West Lakes,,1,3156,14803,1
110,1,946100,West Lakes,,1,3154,14803,1
110,1,946101,City,,0,3430,13771,1
110,1,946102,West Lakes,,1,3751,14803,1
110,1,946103,City,,0,3138,13771,1
110,1,946104,West Lakes,,1,3268,14803,1
110,1,946105,West Lakes,,1,3103,14803,1
110,1,946106,City,,0,3725,13771,1
110,1,946107,City,,0,3751,13771,1
110,1,946108,West Lakes,,1,3189,14803,1
110,1,946109,City,,0,3189,13771,1
110,1,946110,West Lakes,,1,3279,14803,1
110,1,946111,City,,0,3279,13771,1
110,1,946112,West Lakes,,1,3621,14803,1
110,1,946113,City,,0,3621,13771,1
110,1,946114,West Lakes,,1,3343,14803,1
110,1,946115,City,,0,3237,13771,1
110,1,946116,West Lakes,,1,3262,14803,1
110,1,946117,City,,0,3374,13771,1
110,1,946118,West Lakes,,1,3522,14803,1
110,1,946119,City,,0,3141,13771,1
110,1,946120,West Lakes,,1,3527,14803,1
110,1,946121,City,,0,3527,13771,1
110,1,946122,West Lakes,,1,3171,14803,1
110,1,946123,City,,0,3348,13771,1
110,1,946124,West Lakes,,1,3607,14803,1
110,1,946125,City,,0,3607,13771,1
110,1,946126,City,,0,3323,13771,1
110,12,954406,City,,0,3213,14802,1
110,12,954407,West Lakes,,1,3252,14803,1
110,12,954408,West Lakes,,1,3162,14803,1
110,12,954409,City,,0,3162,14802,1
110,12,954410,West Lakes,,1,3278,14803,1
110,12,954411,West Lakes,,1,3213,14803,1
110,12,954412,West Lakes,,1,3171,14803,1
110,12,954413,City,,0,3343,14802,1
110,12,954414,West Lakes,,1,3343,14803,1
110,12,954415,West Lakes,,1,3274,14803,1
110,12,954416,City,,0,3157,14802,1
110,12,954417,City,,0,3163,14802,1
110,12,954418,City,,0,3187,14802,1
110,12,954419,West Lakes,,1,3187,14803,1
110,12,954420,City,,0,3387,14802,1
110,12,954421,West Lakes,,1,3215,14803,1
110,12,954422,City,,0,3321,14802,1
110,12,954423,West Lakes,,1,3346,14803,1
